Record_ID,Week_Starting,Month,Quarter,Centre_Name,Centre_Type,Country,Agent_ID,Agent_Name,Team_Leader,Shift_Pattern,Contracted_Hours_pw,Calls_Handled,Emails_Handled,Chats_Handled,Total_Interactions,AHT_Seconds,ACW_Seconds,Hold_Time_Avg_Seconds,FCR_Percent,Quality_Score_Percent,Fatal_Error_This_Week,Performance_Band,CSAT_Score_1to5,NPS_Avg_Response_0to10,NPS_Score_Calculated,NPS_Responses_Count,Schedule_Adherence_Percent,Occupancy_Percent,Shrinkage_Percent,Absence_Days_This_Week,Return_To_Work_Discussion,Late_Arrivals,Coaching_Sessions_Attended,Training_Hours_Completed,Escalations,Complaints_Raised,Complaints_Resolved_Same_Week,Transfers_Out,Bookings_Handled,Amendments_Handled,Refunds_Processed,Baggage_Claims_Handled,Special_Assistance_Requests,Executive_Club_Queries,Disruption_Cases_Handled,Upsell_Revenue_GBP,SLA_Answered_Within_20s_Percent
BA00804,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,110,29,25,164,278,49,41,89.8,95.7,N,Exceeds,4.6,8.7,48,13,94.0,83.5,13.1,0.2,Y,0,2,1.3,3,2,2,6,17,43,8,7,6,18,10,345,86.7
BA00805,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,119,23,22,164,301,59,50,87.5,93.0,N,Exceeds,4.7,9.0,56,19,97.8,86.6,13.1,1.0,Y,1,1,0.8,0,2,1,1,32,21,14,5,5,9,11,345,84.6
BA00806,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,91,28,20,139,307,51,55,87.6,90.6,N,Exceeds,4.4,8.4,39,23,97.3,81.5,13.9,1.4,Y,0,2,1.2,2,1,1,1,15,21,11,10,4,16,11,411,93.3
BA00807,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,103,16,21,140,281,44,33,84.6,89.4,N,Meets,4.5,8.5,42,27,97.6,78.0,12.8,0.2,Y,0,1,1.3,3,1,1,1,31,44,8,8,8,15,5,513,83.8
BA00808,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,86,22,23,131,306,48,26,85.6,89.7,N,Meets,4.7,9.4,67,22,96.4,83.4,12.4,0.2,Y,0,1,2.0,2,1,1,6,17,26,9,3,6,20,11,466,83.8
BA00809,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,115,30,25,170,288,47,44,86.4,88.9,N,Meets,4.2,8.3,36,22,97.5,82.6,10.1,0.8,Y,1,2,0.9,0,0,0,5,25,35,15,6,6,12,15,149,93.7
BA00810,26/01/2026,January 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,120,16,14,150,274,55,52,91.3,90.0,N,Exceeds,4.2,8.6,45,19,97.8,81.5,11.2,1.1,Y,0,2,1.3,0,0,0,4,21,29,7,3,3,9,14,520,88.3
BA00811,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,104,19,12,135,342,53,47,87.9,82.7,N,Meets,4.3,8.1,31,21,89.3,75.0,13.1,1.3,Y,2,1,1.8,2,2,0,8,28,30,15,11,7,10,5,382,81.9
BA00812,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,90,22,20,132,320,52,47,79.7,85.6,N,Meets,4.2,9.0,56,17,90.3,80.7,10.6,1.5,Y,1,1,1.5,3,3,0,5,17,36,7,4,3,7,12,136,82.6
BA00813,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,107,14,12,133,320,58,31,87.3,86.1,N,Meets,4.5,8.9,53,13,89.1,83.0,11.3,1.1,Y,1,1,1.2,4,2,1,6,12,22,6,6,4,16,13,118,76.5
BA00814,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,102,17,12,131,336,54,58,83.8,87.5,N,Meets,4.3,8.6,45,11,93.0,79.9,13.0,1.3,Y,1,1,1.4,0,3,0,8,29,35,13,3,7,13,7,326,83.2
BA00815,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC005,Ethan Lee,Claire Atkinson,Split (08:00-16:00),37.5,97,21,9,127,330,60,54,79.7,88.1,N,Meets,4.4,8.3,36,13,92.0,81.1,12.7,1.0,Y,0,1,1.8,0,2,1,7,27,30,5,5,2,15,10,145,78.5
BA00816,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC006,Mia Walker,Kevin Foster,Late (13:00-21:00),37.5,76,22,13,111,335,57,63,84.4,87.7,N,Meets,4.4,8.2,34,22,94.1,80.6,10.8,0.3,Y,0,2,0.5,3,0,0,5,13,21,4,10,5,8,7,336,86.9
BA00817,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC007,Lucas Allen,Tom Blackwood,Standard (09:00-17:00),37.5,110,14,14,138,344,67,57,84.6,87.1,N,Meets,4.3,8.9,53,17,95.4,77.7,11.9,1.8,Y,1,2,1.0,4,1,1,6,25,34,16,6,2,11,9,318,76.2
BA00818,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC008,Ava Scott,Claire Atkinson,Early (07:00-15:00),37.5,106,19,11,136,287,61,50,82.4,85.4,N,Meets,4.4,8.7,48,15,89.0,76.0,12.9,0.6,Y,2,1,1.3,2,1,0,4,13,27,9,11,5,9,5,129,80.4
BA00819,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,94,19,8,121,339,41,42,82.0,89.9,N,Meets,4.5,8.5,42,11,90.6,83.3,14.9,2.0,Y,2,1,1.6,4,1,0,7,26,32,13,10,5,6,6,208,84.9
BA00820,26/01/2026,January 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,94,24,20,138,336,49,31,87.1,86.7,N,Meets,4.5,7.9,25,23,94.2,83.0,12.6,0.8,Y,1,1,0.6,1,2,1,3,22,33,7,10,5,16,7,150,81.0
BA00821,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,111,15,26,152,321,67,37,73.6,85.1,N,Meets,4.3,7.0,0,15,91.0,86.1,16.0,0.6,Y,2,1,3.0,2,1,1,5,15,25,4,8,6,10,4,200,77.2
BA00822,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,96,18,19,133,333,54,59,82.2,89.1,N,Meets,4.2,8.4,39,16,87.6,77.3,16.5,2.4,Y,2,2,2.1,1,0,0,9,18,35,4,8,1,12,3,146,72.2
BA00823,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,90,12,14,116,307,52,54,82.1,89.4,N,Meets,4.2,6.8,-6,16,92.3,76.6,15.5,1.6,Y,2,1,2.4,4,0,0,6,10,20,12,4,5,11,7,230,81.6
BA00824,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,95,13,12,120,344,67,46,73.4,87.3,N,Meets,4.3,7.6,17,16,89.4,81.1,15.6,0.1,Y,1,2,1.8,1,2,2,2,14,26,14,8,2,9,5,267,86.3
BA00825,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,82,12,16,110,304,73,48,80.7,85.4,N,Meets,4.4,8.2,34,18,88.0,80.6,14.1,1.5,Y,2,1,1.2,4,1,1,3,20,20,13,6,3,18,9,90,76.1
BA00826,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,81,19,17,117,341,58,54,73.7,88.5,N,Meets,4.3,8.4,39,10,87.0,80.2,14.9,1.1,Y,0,2,1.4,5,2,0,7,22,35,13,7,3,14,5,223,74.7
BA00827,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,108,16,20,144,365,55,35,83.7,89.3,N,Meets,4.2,7.3,8,15,89.1,84.0,17.9,0.1,Y,1,2,2.9,3,0,0,8,25,20,5,10,5,8,12,60,76.5
BA00828,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,95,13,14,122,320,49,57,73.1,84.8,N,Meets,3.9,7.4,11,22,91.3,81.8,14.8,0.9,Y,1,1,1.1,1,3,0,6,10,34,8,6,2,12,10,226,78.5
BA00829,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,86,18,18,122,363,60,50,73.0,81.0,N,Meets,3.8,7.8,22,11,88.9,86.3,13.5,0.1,Y,1,2,2.1,2,2,2,3,10,31,11,3,5,12,4,71,81.2
BA00830,26/01/2026,January 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN010,Josephine Ramos,Gemma Ocampo,Early (07:00-15:00),37.5,105,20,28,153,365,65,35,73.7,84.1,N,Meets,4.0,7.3,8,19,91.9,78.7,16.9,2.1,Y,0,2,2.9,2,2,1,5,10,28,3,2,2,8,3,107,86.4
BA00831,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR001,Dawid Malinowski,Aleksander Nowak,Early (07:00-15:00),37.5,97,13,20,130,327,60,58,76.6,85.1,N,Meets,3.6,6.9,-3,20,84.5,77.8,17.8,2.0,Y,0,2,1.2,3,0,0,5,8,17,8,8,2,7,11,76,69.1
BA00832,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR002,Marta Jablonska,Katarzyna Wójcik,Late (13:00-21:00),37.5,78,12,10,100,357,74,48,75.5,76.9,Y,Developing,3.6,6.9,-3,18,90.4,82.1,20.8,0.6,Y,0,1,1.6,3,4,1,6,15,32,3,5,2,14,5,133,69.9
BA00833,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,94,9,22,125,346,71,48,69.8,84.5,N,Meets,3.6,6.7,-8,14,86.0,82.6,18.9,1.0,Y,3,1,1.4,5,4,2,9,21,20,6,4,1,15,12,131,71.0
BA00834,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,99,18,20,137,356,61,79,73.1,81.1,N,Meets,3.7,8.4,39,14,91.3,74.1,19.5,2.0,Y,3,2,1.9,3,1,1,4,16,29,8,4,3,16,6,203,75.2
BA00835,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,96,14,14,124,357,60,58,78.4,84.3,N,Meets,4.0,7.3,8,12,92.2,77.7,19.8,0.7,Y,1,2,1.5,5,2,0,9,12,34,11,7,2,6,7,91,81.0
BA00836,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,94,15,19,128,363,62,80,74.1,80.0,N,Meets,3.7,6.4,-17,12,85.1,80.9,17.3,0.5,Y,2,3,2.9,2,3,0,3,21,17,8,4,3,13,10,191,77.2
BA00837,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,104,20,20,144,375,62,69,68.1,84.9,N,Meets,3.7,6.3,-20,15,91.1,78.7,17.0,0.3,Y,3,3,1.4,1,1,0,4,16,31,11,8,4,12,3,182,81.3
BA00838,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,94,19,14,127,335,69,68,72.2,79.4,N,Developing,3.7,6.4,-17,12,91.4,82.0,21.9,2.9,Y,1,2,3.1,3,0,0,8,20,20,5,3,4,6,12,190,77.1
BA00839,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,89,8,13,110,362,74,58,74.4,76.2,N,Developing,3.6,7.5,14,14,87.5,81.1,17.3,3.0,Y,1,1,1.8,5,4,0,4,9,17,8,3,2,9,12,47,68.8
BA00840,26/01/2026,January 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR010,Ewa Michalska,Aleksander Nowak,Split (08:00-16:00),37.5,85,17,19,121,344,63,70,78.9,77.5,N,Developing,3.8,7.6,17,15,89.6,75.5,19.5,0.6,Y,0,2,1.1,5,0,0,7,10,15,3,8,4,13,6,49,68.2
BA00841,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS001,Emma Thompson,Sarah Mitchell,Early (07:00-15:00),37.5,101,17,13,131,270,59,25,84.4,93.3,N,Exceeds,4.4,9.6,73,17,97.4,78.4,11.2,1.1,Y,1,2,1.9,3,2,2,5,16,43,6,3,3,12,7,202,94.5
BA00842,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS002,Oliver Harris,James Crawford,Late (13:00-21:00),37.5,97,23,20,140,277,37,38,84.6,89.7,N,Meets,4.5,8.3,36,15,94.9,87.4,11.6,1.5,Y,0,2,0.6,2,0,0,4,18,42,6,10,2,11,7,501,84.2
BA00843,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS003,Charlotte Davies,Priya Sharma,Standard (09:00-17:00),37.5,104,15,14,133,300,60,45,84.8,95.5,N,Exceeds,4.3,8.6,45,16,97.0,82.6,11.8,0.2,Y,1,1,1.9,0,0,0,5,21,33,12,8,5,14,9,359,85.3
BA00844,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS004,George Wilson,Sarah Mitchell,Early (07:00-15:00),25.0,89,22,12,123,315,53,34,85.5,91.0,N,Exceeds,4.6,8.9,53,15,94.1,86.8,8.5,1.0,Y,0,1,1.9,1,1,0,3,16,33,14,9,7,10,11,174,87.9
BA00845,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS005,Amelia Brown,James Crawford,Early (07:00-15:00),30.0,101,26,20,147,265,39,45,87.3,95.1,N,Exceeds,4.5,8.4,39,14,97.6,82.7,11.3,1.1,Y,1,2,1.1,2,2,1,5,33,39,8,3,2,13,6,442,94.9
BA00846,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS006,Harry Taylor,Priya Sharma,Split (08:00-16:00),37.5,106,28,24,158,283,39,52,92.9,94.2,N,Exceeds,4.5,9.0,56,14,94.7,81.9,8.8,0.5,Y,1,2,1.1,2,1,0,4,15,35,5,3,2,12,15,280,84.3
BA00847,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS007,Sophie Johnson,Sarah Mitchell,Early (07:00-15:00),37.5,99,15,22,136,297,49,49,91.3,94.3,N,Exceeds,4.7,9.5,70,12,97.8,87.8,10.5,0.4,Y,0,2,2.0,0,1,0,4,19,37,7,3,5,14,7,238,89.0
BA00848,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS008,Jack Roberts,James Crawford,Standard (09:00-17:00),37.5,92,18,21,131,276,40,42,85.4,92.4,N,Exceeds,4.2,9.0,56,20,94.8,86.7,11.2,0.3,Y,1,2,0.5,2,0,0,1,16,43,17,7,5,17,6,256,87.5
BA00849,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS009,Isabella Martin,Priya Sharma,Early (07:00-15:00),30.0,91,18,17,126,293,39,30,90.9,94.2,N,Exceeds,4.5,7.9,25,16,97.5,78.1,13.6,0.5,Y,1,1,1.5,2,1,0,4,32,21,14,10,6,11,5,205,94.1
BA00850,02/02/2026,February 2026,Q1 2026,BA Waterside,Internal,United Kingdom,BWS010,William Jackson,Sarah Mitchell,Standard (09:00-17:00),25.0,86,17,10,113,286,59,29,91.1,88.6,N,Meets,4.5,8.0,28,15,97.6,80.6,10.8,0.4,Y,1,2,0.9,1,1,1,5,16,25,6,6,2,14,8,316,89.0
BA00851,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC001,Liam White,Tom Blackwood,Split (08:00-16:00),37.5,110,22,19,151,327,44,36,80.2,89.7,N,Meets,4.3,8.5,42,21,95.2,79.9,15.6,1.1,Y,0,2,1.4,0,1,1,4,22,35,9,8,4,18,9,382,80.3
BA00852,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC002,Grace Hall,Claire Atkinson,Split (08:00-16:00),30.0,76,20,20,116,312,58,33,84.9,88.0,N,Meets,4.1,8.3,36,12,92.2,83.8,12.6,1.7,Y,1,1,1.6,3,0,0,4,25,32,7,6,4,18,8,280,82.2
BA00853,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC003,Noah Clark,Kevin Foster,Late (13:00-21:00),37.5,77,13,14,104,320,42,49,83.9,86.2,N,Meets,4.2,8.0,28,12,90.9,82.0,13.1,1.9,Y,0,2,1.6,4,0,0,6,17,38,13,9,3,10,8,325,86.8
BA00854,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC004,Emily Lewis,Tom Blackwood,Standard (09:00-17:00),25.0,106,25,10,141,300,63,39,87.0,88.8,N,Meets,4.0,8.9,53,14,92.1,83.4,11.6,1.1,Y,1,1,1.0,2,0,0,4,19,30,13,4,3,14,9,251,82.4
BA00855,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC005,Ethan Lee,Claire Atkinson,Split (08:00-16:00),37.5,76,18,10,104,313,41,45,88.0,83.6,N,Meets,4.0,8.3,36,20,89.2,83.7,14.1,0.3,Y,1,2,0.8,1,3,0,8,14,28,14,11,7,8,12,288,79.2
BA00856,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC006,Mia Walker,Kevin Foster,Late (13:00-21:00),37.5,92,12,10,114,303,70,40,84.0,83.0,N,Meets,4.4,7.9,25,10,90.4,79.5,13.2,0.9,Y,0,1,1.0,1,0,0,6,17,30,10,6,4,19,4,292,79.1
BA00857,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC007,Lucas Allen,Tom Blackwood,Standard (09:00-17:00),37.5,83,25,13,121,317,41,49,83.3,87.9,N,Meets,4.5,9.0,56,15,88.1,76.7,12.5,1.7,Y,2,1,0.7,1,0,0,7,19,24,9,6,4,15,11,133,84.5
BA00858,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC008,Ava Scott,Claire Atkinson,Early (07:00-15:00),37.5,75,12,18,105,338,50,54,85.2,83.5,Y,Meets,4.3,8.5,42,21,91.9,80.7,12.2,0.2,Y,2,2,0.5,3,2,1,6,16,25,4,7,7,18,9,201,77.9
BA00859,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC009,Mason Young,Kevin Foster,Split (08:00-16:00),37.5,89,13,14,116,313,63,48,86.4,85.8,N,Meets,4.2,8.1,31,22,93.9,81.8,15.7,0.6,Y,1,1,1.5,0,0,0,2,26,33,10,9,6,12,9,119,80.8
BA00860,02/02/2026,February 2026,Q1 2026,BA Newcastle,Internal,United Kingdom,BNC010,Isla King,Tom Blackwood,Late (13:00-21:00),37.5,105,22,20,147,315,57,33,82.1,88.5,N,Meets,3.9,7.4,11,21,93.0,76.7,11.5,1.6,Y,2,1,1.1,4,1,0,7,26,18,10,10,6,12,7,261,79.4
BA00861,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN001,Jayson Dela Cruz,Gemma Ocampo,Late (13:00-21:00),37.5,89,13,27,129,361,68,53,79.8,83.8,N,Meets,4.0,7.4,11,13,94.2,76.9,13.7,2.2,Y,0,3,1.6,1,1,0,2,10,23,10,7,2,14,11,204,85.6
BA00862,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN002,Rosalie Mendoza,Ronald Sy,Split (08:00-16:00),30.0,89,13,14,116,343,57,48,73.5,85.0,N,Meets,4.0,7.2,6,18,92.4,77.1,16.0,1.6,Y,0,3,2.0,3,2,2,3,20,22,11,4,1,6,4,259,76.1
BA00863,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN003,Brian Santos,Aileen Tan,Early (07:00-15:00),37.5,81,16,23,120,323,72,58,72.8,88.7,N,Meets,3.8,7.6,17,12,94.9,79.5,14.1,1.1,Y,0,2,2.9,3,2,0,8,20,28,12,9,4,9,11,172,79.7
BA00864,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN004,Christine Reyes,Gemma Ocampo,Early (07:00-15:00),30.0,107,12,17,136,334,58,43,75.8,81.2,N,Meets,4.4,8.4,39,19,87.2,82.2,14.0,0.9,Y,2,2,2.7,2,2,2,2,23,20,10,8,6,12,5,212,86.2
BA00865,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN005,Mark Villanueva,Ronald Sy,Late (13:00-21:00),25.0,100,21,12,133,312,47,43,78.9,82.7,N,Meets,3.9,7.9,25,22,91.9,85.9,13.1,1.7,Y,0,2,2.8,4,1,1,2,19,27,10,9,2,10,4,281,79.8
BA00866,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN006,Patricia Torres,Aileen Tan,Late (13:00-21:00),30.0,83,17,12,112,313,69,50,74.3,85.6,N,Meets,4.2,8.1,31,12,92.2,86.2,16.2,0.7,Y,1,2,1.1,4,1,0,9,22,30,3,8,2,11,13,116,82.1
BA00867,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN007,Roberto Garcia,Gemma Ocampo,Standard (09:00-17:00),25.0,113,16,18,147,301,73,68,75.5,89.5,Y,Meets,4.3,6.8,-6,12,89.5,78.8,17.8,0.1,Y,2,1,1.4,2,1,0,8,24,37,12,8,1,17,11,102,86.1
BA00868,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN008,Marisol Bautista,Ronald Sy,Early (07:00-15:00),37.5,114,19,24,157,337,65,51,79.3,83.8,N,Meets,3.9,8.3,36,16,93.9,82.6,12.1,1.7,Y,1,2,1.6,1,0,0,3,16,20,7,7,1,14,6,155,72.7
BA00869,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN009,Eduardo Castillo,Aileen Tan,Standard (09:00-17:00),37.5,80,11,15,106,362,67,38,78.5,87.9,N,Meets,3.7,7.3,8,18,92.6,82.3,16.5,1.2,Y,2,1,1.6,1,0,0,2,19,17,7,5,1,10,9,158,85.4
BA00870,02/02/2026,February 2026,Q1 2026,Allorica Manila,Allorica,Philippines,AMN010,Josephine Ramos,Gemma Ocampo,Early (07:00-15:00),37.5,101,11,18,130,356,54,64,75.8,86.5,N,Meets,4.1,7.0,0,13,86.4,83.0,12.6,0.7,Y,1,3,2.9,4,0,0,6,24,19,10,9,5,9,3,83,86.4
BA00871,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR001,Dawid Malinowski,Aleksander Nowak,Early (07:00-15:00),37.5,72,10,17,99,321,56,63,73.7,76.1,N,Developing,3.8,7.7,20,20,88.2,78.1,14.7,1.5,Y,3,2,2.1,5,3,1,6,14,19,8,3,4,4,8,47,72.3
BA00872,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR002,Marta Jablonska,Katarzyna Wójcik,Late (13:00-21:00),37.5,104,11,15,130,366,59,74,71.8,79.6,N,Developing,3.8,7.0,0,11,92.9,79.9,18.7,1.8,Y,1,2,1.4,4,4,0,5,11,28,9,7,5,4,4,124,75.6
BA00873,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR003,Bartosz Kaczmarek,Piotr Kowalski,Late (13:00-21:00),37.5,87,14,16,117,310,59,72,71.4,83.5,N,Meets,3.6,7.6,17,15,84.8,82.0,17.4,2.4,Y,1,2,1.8,6,1,0,8,9,19,7,4,5,9,7,149,68.7
BA00874,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR004,Natalia Wisniewska,Aleksander Nowak,Late (13:00-21:00),37.5,85,8,22,115,370,58,40,75.3,81.2,N,Meets,4.0,8.1,31,11,88.6,81.6,15.3,1.6,Y,3,2,2.2,6,0,0,4,11,30,6,4,3,6,10,207,75.1
BA00875,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR005,Grzegorz Dabrowski,Katarzyna Wójcik,Standard (09:00-17:00),25.0,94,11,10,115,328,67,49,69.5,75.5,N,Developing,4.0,6.3,-20,15,85.2,81.1,14.4,0.4,Y,3,3,2.7,4,3,0,4,21,17,12,9,1,10,8,196,74.0
BA00876,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR006,Monika Pawlak,Piotr Kowalski,Late (13:00-21:00),25.0,95,14,22,131,340,62,58,77.1,79.2,N,Developing,3.5,6.8,-6,17,90.1,74.8,21.5,2.2,Y,2,1,3.5,4,4,4,8,14,28,11,5,2,6,4,188,68.2
BA00877,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR007,Szymon Kowalczyk,Aleksander Nowak,Early (07:00-15:00),30.0,86,11,19,116,363,53,47,71.3,82.4,N,Meets,4.1,7.2,6,17,84.1,83.9,16.6,0.9,Y,0,1,1.2,6,2,2,5,21,14,2,2,2,10,8,183,76.1
BA00878,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR008,Karolina Ostrowska,Katarzyna Wójcik,Standard (09:00-17:00),30.0,83,18,14,115,336,64,60,70.8,85.1,N,Meets,3.9,8.4,39,11,86.6,83.7,18.8,2.6,Y,0,2,2.4,4,4,3,4,16,26,5,8,4,8,6,79,67.4
BA00879,02/02/2026,February 2026,Q1 2026,Allorica Krakow,Allorica,Poland,AKR009,Marek Grabowski,Piotr Kowalski,Standard (09:00-17:00),37.5,83,9,17,109,328,69,65,74.0,83.6,N,Meets,3.7,8.1,31,17,92.0,84.9,18.0,1.1,Y,1,2,1.0,1,3,3,5,8,31,8,2,1,8,9,44,72.1
